,CharName,CharID,Event
1812,Spider-Woman (Jessica Drew),1009608,266
1813,Tony Stark,1009624,266
1814,Wolverine,1009718,266
1815,Brood,1009208,212
1816,Champions,1010756,212
1817,Hiroim,1010703,212
1818,Hulk,1009351,212
1819,Korg,1011080,212
1820,Miek,1010924,212
1821,Silver Surfer,1009592,212
1822,Black Bolt,1009184,295
1823,Bug,1011038,295
1824,Crystal,1009255,295
1825,Darkhawk,1011020,295
1826,Drax,1010735,295
1827,Gladiator (Kallark),1009321,295
1828,Groot,1010743,295
1829,Guardians of the Galaxy,1011299,295
1830,Hulk,1009351,295
1831,Imperial Guard,1009363,295
1832,Inhumans,1009365,295
1833,Magus (Adam Warlock),1010904,295
1834,Maximus,1011305,295
1835,Medusa,1009438,295
1836,Moondragon,1009451,295
1837,Namorita,1009469,295
1838,Nova,1009477,295
1839,Quasar (Wendell Vaughn),1010778,295
1840,Rocket Raccoon,1010744,295
1841,Star-Lord (Peter Quill),1010733,295
1842,Thanos,1009652,295
1843,Amadeus Cho,1011227,336
1844,Ant-Man (Scott Lang),1010801,336
1845,Ares,1010784,336
1846,Avengers,1009165,336
1847,Beast,1009175,336
1848,Ben Urich,1010782,336
1849,Black Panther,1009187,336
1850,Black Widow,1009189,336
1851,Blade,1009191,336
1852,Blue Marvel,1011339,336
1853,"Bob, Agent of Hydra",1011119,336
1854,Cannonball,1009219,336
1855,Captain America,1009220,336
1856,Captain America (Sam Wilson),1017575,336
1857,Captain Marvel (Carol Danvers),1010338,336
1858,Colossus,1009243,336
1859,Dagger,1009258,336
1860,Daily Bugle,1010774,336
1861,Daredevil,1009262,336
1862,Deadpool,1009268,336
1863,Devil Dinosaur (Devil Dinosaur),1017583,336
1864,Doctor Octopus,1009276,336
1865,Doctor Strange,1009282,336
1866,Domino,1009277,336
1867,Ego,1011060,336
1868,Emma Frost,1009310,336
1869,Galactus,1009312,336
1870,Guardians of the Galaxy,1011299,336
1871,Hawkeye,1009338,336
1872,Hercules,1009343,336
1873,Human Torch,1009356,336
1874,Human Torch (Jim Hammond),1010932,336
1875,Hydra,1009359,336
1876,Inhumans,1009365,336
1877,Iron Fist (Danny Rand),1009367,336
1878,Iron Man,1009368,336
1879,Jessica Jones,1009378,336
1880,Karnak,1009385,336
1881,Kingpin,1009389,336
1882,Kitty Pryde,1009508,336
1883,Luke Cage,1009215,336
1884,Magik (Illyana Rasputin),1009415,336
1885,Misty Knight,1010682,336
1886,Mockingbird,1011220,336
1887,Moon Girl (Lunella Layfayette),1017814,336
1888,Mr. Hyde,1010347,336
1889,Ms. Marvel (Kamala Khan),1017577,336
1890,Namor,1009466,336
1891,Namora,1009468,336
1892,Nightcrawler,1009472,336
1893,Nova (Sam Alexander),1017078,336
1894,Polaris,1009499,336
1895,Quake (Daisy Johnson),1014528,336
1896,Quicksilver,1009524,336
1897,Rachel Grey,1009430,336
1898,Red Hulk,1011360,336
1899,Red Wolf,1010837,336
1900,Rogue,1009546,336
1901,Scarlet Witch,1009562,336
1902,Sharon Carter,1009228,336
1903,Spectrum,1010705,336
1904,Spider-Man,1009610,336
1905,Spider-Man (Miles Morales),1016181,336
1906,Spider-Woman (Jessica Drew),1009608,336
1907,Squirrel Girl,1010860,336
1908,Star Brand,1011307,336
1909,Storm,1009629,336
1910,Sunfire,1009636,336
1911,Sunspot,1009638,336
1912,Taskmaster,1009648,336
1913,Thor,1009664,336
1914,Thor (Goddess of Thunder),1017576,336
1915,Thunderbolts,1010360,336
1916,Toro (Thomas Raymond),1011309,336
1917,Ultimates,1010803,336
1918,Vision,1009697,336
1919,Wasp,1009707,336
1920,Winter Soldier,1010740,336
1921,X-Men,1009726,336
1922,Xorn (Kuan-Yin Xorn),1009734,336
1923,3-D Man,1011334,269
1924,Ajak,1011176,269
1925,Amadeus Cho,1011227,269
1926,Ant-Man (Eric O'Grady),1010802,269
1927,Ares,1010784,269
1928,Armory,1010827,269
1929,Avengers,1009165,269
1930,Banshee (Theresa Rourke),1009596,269
1931,Ben Urich,1010782,269
1932,Bengal,1010829,269
1933,Beta-Ray Bill,1009180,269
1934,Black Bolt,1009184,269
1935,Black Panther,1009187,269
1936,Black Widow,1009189,269
1937,Captain America,1009220,269
1938,Captain Britain,1009223,269
1939,Captain Marvel (Carol Danvers),1010338,269
1940,Captain Marvel (Mar-Vell),1009224,269
1941,Cloud 9,1010823,269
1942,Constrictor,1009245,269
1943,Crystal,1009255,269
1944,Daredevil,1009262,269
1945,Darkhawk,1011020,269
1946,Deadpool,1009268,269
1947,Debrii,1010717,269
1948,Doctor Doom,1009281,269
1949,Dum Dum Dugan,1009284,269
1950,Electro,1009287,269
1951,Elektra,1009288,269
1952,Emma Frost,1009310,269
1953,Fantastic Four,1009299,269
1954,Franklin Richards,1009539,269
1955,Gauntlet (Joseph Green),1009316,269
1956,Gorgon,1009324,269
1957,Gravity,1010702,269
1958,Guardians of the Galaxy,1011299,269
1959,GW Bridge,1009207,269
1960,Hank Pym,1011490,269
1961,Hardball,1010821,269
1962,Hercules,1009343,269
1963,Hulk,1009351,269
1964,Human Torch,1009356,269
1965,Inhumans,1009365,269
1966,Iron Man,1009368,269
1967,Iron Patriot (James Rhodes),1009538,269
1968,Jessica Jones,1009378,269
1969,Jocasta,1009376,269
1970,Johnny Storm,1009630,269
1971,Justice,1010760,269
1972,Ka-Zar,1011081,269
1973,Karnak,1009385,269
1974,Komodo (Melati Kusuma),1010818,269
1975,Kree,1011148,269
1976,Layla Miller,1011100,269
1977,Lockjaw,1009406,269
1978,Luke Cage,1009215,269
1979,Madame Masque,1010352,269
1980,Maria Hill,1011335,269
1981,Medusa,1009438,269
1982,Mr. Fantastic,1009459,269
1983,MVP,1010826,269
1984,Namor,1009466,269
1985,New Warriors,1010683,269
1986,Nick Fury,1009471,269
1987,Night Thrasher,1010684,269
1988,Nightmare,1009473,269
1989,Norman Osborn,1009325,269
1990,Nova,1009477,269
1991,Quake (Daisy Johnson),1014528,269
1992,Quasar (Wendell Vaughn),1010778,269
1993,Rage,1010817,269
1994,Sasquatch (Walter Langkowski),1009560,269
1995,Sentry (Robert Reynolds),1009571,269
1996,Shanna the She-Devil,1009578,269
1997,She-Hulk (Jennifer Walters),1009583,269
1998,Skrulls,1009599,269
1999,Slapstick,1011057,269
2000,Snowbird,1009606,269
2001,Spider-Man,1009610,269
2002,Spider-Woman (Jessica Drew),1009608,269
2003,Spitfire,1010899,269
2004,Stephen Strange,1010901,269
2005,Storm,1009629,269
2006,Super-Skrull,1009639,269
2007,Taskmaster,1009648,269
2008,Tempest,1009650,269
2009,The Hand,1010359,269
2010,The Hood,1010715,269
2011,The Liberteens,1011216,269
2012,Thing,1009662,269
2013,Thor,1009664,269
2014,Thor Girl,1010820,269
2015,Thunderbolts,1010360,269
2016,Tigra (Greer Nelson),1009670,269
2017,Trauma,1010822,269
2018,Triton,1010335,269
2019,Valeria Richards,1009525,269
2020,Wasp,1009707,269
2021,Wolverine,1009718,269
2022,X-Men,1009726,269
2023,Absorbing Man,1009148,270
2024,Amiko,1009151,270
2025,Avalanche,1009164,270
2026,Avengers,1009165,270
2027,Beyonder,1011138,270
2028,Black Cat,1009185,270
2029,Black Widow,1009189,270
2030,Blob,1009199,270
2031,Caliban,1009216,270
2032,Captain America,1009220,270
2033,Captain Marvel (Mar-Vell),1009224,270
2034,Captain Marvel (Monica Rambeau),1011095,270
2035,Charles Xavier,1009733,270
2036,Colossus,1009243,270
2037,Curt Conners,1009244,270
2038,Cyclops,1009257,270
2039,Daredevil,1009262,270
2040,Destiny,1009271,270
2041,Doctor Doom,1009281,270
2042,Doctor Octopus,1009276,270
2043,Doctor Strange,1009282,270
2044,Emma Frost,1009310,270
2045,Fantastic Four,1009299,270
2046,Galactus,1009312,270
2047,Harry Osborn,1009486,270
2048,Hawkeye,1009338,270
2049,Hulk,1009351,270
2050,Human Torch,1009356,270
2051,Invisible Woman,1009366,270
2052,Iron Man,1009368,270
2053,J. Jonah Jameson,1009372,270
2054,Kingpin,1009389,270
2055,Kitty Pryde,1009508,270
2056,Klaw,1009390,270
2057,Lizard,1009404,270
2058,Lockheed,1009405,270
2059,Madelyne Pryor,1009509,270
2060,Magneto,1009417,270
2061,Masque,1010367,270
2062,Mr. Fantastic,1009459,270
2063,New Mutants,1011336,270
2064,Nightcrawler,1009472,270
2065,Peter Parker,1009491,270
2066,Professor X,1009504,270
2067,Pyro,1009522,270
2068,Quasar (Phyla-Vell),1009523,270
2069,Robbie Robertson,1009545,270
2070,Rogue,1009546,270
2071,Scarlet Witch,1009562,270
2072,She-Hulk (Jennifer Walters),1009583,270
2073,Spider-Man,1009610,270
2074,Spider-Woman (Jessica Drew),1009608,270
2075,Starfox,1011084,270
2076,Storm,1009629,270
2077,Sunfire,1009636,270
2078,Thing,1009662,270
2079,Thor,1009664,270
2080,Tigra (Greer Nelson),1009670,270
2081,Ultron,1009685,270
2082,Vision,1009697,270
2083,Wasp,1009707,270
2084,Wolverine,1009718,270
2085,X-Men,1009726,270
2086,Avengers,1009165,323
2087,Black Bolt,1009184,323
2088,Fantastic Four,1009299,323
2089,Inhumans,1009365,323
2090,Magneto,1009417,323
2091,Medusa,1009438,323
2092,Polaris,1009499,323
2093,Punisher,1009515,323
2094,Sugar Man,1011212,323
2095,Adam Warlock,1010354,271
2096,Alpha Flight,1010370,271
2097,Avengers,1009165,271
2098,Beyonder,1011138,271
2099,Black Knight (Sir Percy of Scandia),1009186,271
2100,Cannonball,1009219,271
2101,Captain America,1009220,271
2102,Captain Marvel (Mar-Vell),1009224,271
2103,Ch'od,1009232,271
2104,Cloak,1009241,271
2105,Colossus,1009243,271
2106,Cyclops,1009257,271
2107,Dagger,1009258,271
2108,Dani Moonstar,1009453,271
2109,Daredevil,1009262,271
2110,Dazzler,1009267,271
2111,Defenders,1011023,271
2112,Doctor Doom,1009281,271
2113,Doctor Strange,1009282,271
2114,Fantastic Four,1009299,271
2115,Firelord,1009305,271
2116,Galactus,1009312,271
2117,Hepzibah,1009342,271
2118,Hercules,1009343,271
2119,Hulk,1009351,271
2120,Human Torch,1009356,271
2121,Invisible Woman,1009366,271
2122,Iron Fist (Danny Rand),1009367,271
2123,Iron Man,1009368,271
2124,J. Jonah Jameson,1009372,271
2125,Jean Grey,1009327,271
2126,Kingpin,1009389,271
2127,Kitty Pryde,1009508,271
2128,Legion,1009399,271
2129,Lilandra,1009402,271
2130,Loki,1009407,271
2131,Luke Cage,1009215,271
2132,Magneto,1009417,271
2133,Mary Jane Watson,1009708,271
2134,Mephisto,1009440,271
2135,Molecule Man,1011019,271
2136,Mr. Fantastic,1009459,271
2137,Namor,1009466,271
2138,Nebula,1010365,271
2139,New Mutants,1011336,271
2140,Nightcrawler,1009472,271
2141,Power Pack,1010770,271
2142,Professor X,1009504,271
2143,Puma,1009514,271
2144,Quasar (Phyla-Vell),1009523,271
2145,Raza,1009531,271
2146,Rogue,1009546,271
2147,Scarlet Witch,1009562,271
2148,She-Hulk (Jennifer Walters),1009583,271
2149,Silver Surfer,1009592,271
2150,Skrulls,1009599,271
2151,Spider-Man,1009610,271
2152,Storm,1009629,271
2153,Sunspot,1009638,271
2154,Thanos,1009652,271
2155,Thing,1009662,271
2156,Thor,1009664,271
2157,Vision,1009697,271
2158,Wasp,1009707,271
2159,Wolfsbane,1009717,271
2160,Wolverine,1009718,271
2161,Wonder Man,1009719,271
2162,X-Men,1009726,271
2163,Black Tarantula,1010687,59
2164,Bullseye,1009212,59
2165,Captain America,1009220,59
2166,Colleen Wing,1010676,59
2167,Dakota North,1011333,59
2168,Daredevil,1009262,59
2169,Elektra,1009288,59
2170,Foggy Nelson,1009470,59
2171,Ghost Rider (Johnny Blaze),1009318,59
2172,Iron Fist (Danny Rand),1009367,59
2173,Iron Man,1009368,59
2174,J. Jonah Jameson,1009372,59
2175,Kingpin,1009389,59
2176,Lady Bullseye,1011327,59
2177,Luke Cage,1009215,59
2178,Misty Knight,1010682,59
2179,Moon Knight,1009452,59
2180,Punisher,1009515,59
2181,Shang-Chi,1009577,59
2182,Spider-Man,1009610,59
2183,The Hand,1010359,59
2184,Thor,1009664,59
2185,Thunderbolts,1010360,59
2186,Typhoid Mary,1010369,59
2187,White Tiger (Angela Del Toro),1010853,59
2188,Wolverine,1009718,59
2189,Ant-Man (Eric O'Grady),1010802,309
2190,Avengers,1009165,309
2191,Black Widow,1009189,309
2192,Captain America,1009220,309
2193,Crossbones,1009252,309
2194,Daimon Hellstrom,1010719,309
2195,Deadpool,1009268,309
2196,Defenders,1011023,309
2197,Doctor Strange,1009282,309
2198,Giant Man,1009320,309
2199,Hawkeye,1009338,309
2200,Hulk,1009351,309
2201,Invisible Woman,1009366,309
2202,Iron Fist (Danny Rand),1009367,309
2203,Iron Man,1009368,309
2204,Iron Patriot,1009487,309
2205,Jocasta,1009376,309
2206,Juggernaut,1009382,309
2207,Justice,1010760,309
2208,Lightspeed,1010450,309
2209,Loki,1009407,309
2210,Magneto,1009417,309
2211,Mephisto,1009440,309
2212,Mr. Fantastic,1009459,309
2213,Namor,1009466,309
2214,Nick Fury,1009471,309
2215,Nightmare,1009473,309
2216,Odin,1009480,309
2217,Quake (Daisy Johnson),1014528,309
2218,Quicksilver,1009524,309
2219,Reptil,1011376,309
2220,Shang-Chi,1009577,309
2221,Sharon Carter,1009228,309
2222,Silver Surfer,1009592,309
2223,Sin,1010898,309
2224,Spider-Man,1009610,309
2225,Sub-Mariner,1010791,309
2226,Taskmaster,1009648,309
2227,Thing,1009662,309
2228,Thor,1009664,309
2229,Tigra (Greer Nelson),1009670,309
2230,White Tiger (Angela Del Toro),1010853,309
2231,Winter Soldier,1010740,309
2232,Wolverine,1009718,309
2233,X-Men,1009726,309
2234,Absorbing Man,1009148,273
2235,Amadeus Cho,1011227,273
2236,Ant-Man (Eric O'Grady),1010802,273
2237,Avengers,1009165,273
2238,Bengal,1010829,273
2239,Captain America,1009220,273
2240,Constrictor,1009245,273
2241,Cyclops,1009257,273
2242,Dani Moonstar,1009453,273
2243,Daredevil,1009262,273
2244,Dark Avengers,1011367,273
2245,Diamondback (Rachel Leighton),1009274,273
2246,Edwin Jarvis,1011072,273
2247,Emma Frost,1009310,273
2248,Fantastic Four,1009299,273
2249,Gauntlet (Joseph Green),1009316,273
2250,Hank Pym,1011490,273
2251,Hawkeye,1009338,273
2252,Hawkeye (Kate Bishop),1010808,273
2253,Hercules,1009343,273
2254,Hulkling,1009355,273
2255,Invisible Woman,1009366,273
2256,Iron Man,1009368,273
2257,Iron Patriot,1009487,273
2258,Jessica Jones,1009378,273
2259,Jocasta,1009376,273
2260,Johnny Storm,1009630,273
2261,Justice,1010760,273
2262,Kate Bishop,1010810,273
2263,Loki,1009407,273
2264,Luke Cage,1009215,273
2265,Madame Masque,1010352,273
2266,Mandrill,1011243,273
2267,Marvel Boy,1009427,273
2268,Mockingbird,1011220,273
2269,Moonstone,1010362,273
2270,New Mutants,1011336,273
2271,Nick Fury,1009471,273
2272,Norman Osborn,1009325,273
2273,Penance (Robert Baldwin),1009493,273
2274,Quake (Daisy Johnson),1014528,273
2275,Quicksilver,1009524,273
2276,Rage,1010817,273
2277,Rogue,1009546,273
2278,Scarlet Witch,1009562,273
2279,Secret Warriors,1011368,273
2280,Sentry (Robert Reynolds),1009571,273
2281,Slapstick,1011057,273
2282,Speed,1010833,273
2283,Spider-Man,1009610,273
2284,Spider-Woman (Jessica Drew),1009608,273
2285,Stature,1010828,273
2286,Steve Rogers,1010326,273
2287,Taskmaster,1009648,273
2288,The Hood,1010715,273
2289,Thing,1009662,273
2290,Thor,1009664,273
2291,Thunderbolts,1010360,273
2292,Tigra (Greer Nelson),1009670,273
2293,Tony Stark,1009624,273
2294,U.S. Agent,1009682,273
2295,Ultron,1009685,273
2296,Vision,1009697,273
2297,Wiccan,1009714,273
2298,Winter Soldier,1010740,273
2299,Wrecking Crew,1010883,273
2300,Young Avengers,1010698,273
2301,Blade,1009191,219
2302,Caretaker,1010143,219
2303,Doctor Strange,1009282,219
2304,Ghost Rider (Johnny Blaze),1009318,219
2305,Man-Thing,1009420,219
2306,Morbius,1009454,219
2307,Scarlet Witch,1009562,219
2308,Spider-Man,1009610,219
2309,Vengeance (Michael Badilino),1009691,219
2310,Wong,1009720,219
2311,Arachne,1010773,305
2312,Avengers,1009165,305
2313,Betty Brant,1010325,305
2314,Black Panther,1009187,305
2315,Captain Marvel (Carol Danvers),1010338,305
2316,Carlie Cooper,1011258,305
2317,Cloak,1009241,305
2318,Dagger,1009258,305
2319,Elektra,1009288,305
2320,Emma Frost,1009310,305
2321,Firestar,1009306,305
2322,Frog-Man,1010670,305
2323,Gambit,1009313,305
2324,Gravity,1010702,305
2325,Green Goblin (Harry Osborn),1010928,305
2326,Hawkeye,1009338,305
2327,Hercules,1009343,305
2328,Hobgoblin (Roderick Kingsley),1009347,305
2329,Hulk,1009351,305
2330,Invisible Woman,1009366,305
2331,Iron Fist (Danny Rand),1009367,305
2332,Iron Man,1009368,305
2333,J. Jonah Jameson,1009372,305
2334,Jackal,1011288,305
2335,Jessica Jones,1009378,305
2336,Kingpin,1009389,305
2337,Luke Cage,1009215,305
2338,Mary Jane Watson,1009708,305
2339,May Parker,1009490,305
2340,Misty Knight,1010682,305
2341,Mr. Fantastic,1009459,305
2342,Mr. Negative,1011244,305
2343,Paladin,1010873,305
2344,Shang-Chi,1009577,305
2345,Shocker (Herman Schultz),1009585,305
2346,Spider-Girl (Anya Corazon),1009157,305
2347,Spider-Man,1009610,305
2348,Spider-Woman (Jessica Drew),1009608,305
2349,Storm,1009629,305
2350,Thing,1009662,305
2351,Toxin (Eddie Brock),1009692,305
2352,Venom (Flash Thompson),1009663,305
2353,Venom (Mac Gargan),1010788,305
2354,Winter Soldier,1010740,305
2355,Wolverine,1009718,305
2356,Wraith,1010737,305
2357,X-Men,1009726,305
2358,Morlun,1011088,321
2359,Spider-Gwen (Spider-Gwen),1017603,321
2360,Spider-Man,1009610,321
2361,Spider-Man (Miles Morales),1016181,321
2362,Beta-Ray Bill,1009180,294
2363,Captain Marvel (Mar-Vell),1009224,294
2364,Cosmo (dog),1011353,294
2365,Fantastic Four,1009299,294
2366,Gamora,1010763,294
2367,Gladiator (Kallark),1009321,294
2368,Guardians of the Galaxy,1011299,294
2369,Inhumans,1009365,294
2370,Karnak,1009385,294
2371,Magus (Adam Warlock),1010904,294
2372,Medusa,1009438,294
2373,Namorita,1009469,294
2374,Nova,1009477,294
2375,Quasar (Wendell Vaughn),1010778,294
2376,Rocket Raccoon,1010744,294
2377,Ronan,1010344,294
2378,Silver Surfer,1009592,294
2379,Star-Lord (Peter Quill),1010733,294
2380,Thanos,1009652,294
2381,Vision,1009697,294
2382,Archangel,1009159,276
2383,Black Bolt,1009184,276
2384,Crystal,1009255,276
2385,Deathbird,1009270,276
2386,Gorgon,1009324,276
2387,Guardians of the Galaxy,1011299,276
2388,Havok,1009337,276
2389,Karnak,1009385,276
2390,Lilandra,1009402,276
2391,Manta,1009423,276
2392,Maximus,1011305,276
2393,Medusa,1009438,276
2394,Mentor,1011184,276
2395,Nova,1009477,276
2396,Polaris,1009499,276
2397,Quasar (Wendell Vaughn),1010778,276
2398,Rachel Grey,1009430,276
2399,Ronan,1010344,276
2400,Shi'Ar,1011093,276
2401,Smasher (Vril Rokk),1009603,276
2402,Starbolt,1009621,276
2403,Sub-Mariner,1010791,276
2404,Triton,1010335,276
2405,Vulcan (Gabriel Summers),1011011,276
2406,X-Men,1009726,276
2407,Ant-Man (Eric O'Grady),1010802,277
2408,Archangel,1009159,277
2409,Avengers,1009165,277
2410,Ben Urich,1010782,277
2411,Black Bolt,1009184,277
2412,Black Cat,1009185,277
2413,Black Panther,1009187,277
2414,Brood,1009208,277
2415,Captain Marvel (Carol Danvers),1010338,277
2416,Cloud 9,1010823,277
2417,Colleen Wing,1010676,277
2418,Colossus,1009243,277
2419,Constrictor,1009245,277
2420,Cyclops,1009257,277
2421,Debrii,1010717,277
2422,Doctor Strange,1009282,277
2423,Fantastic Four,1009299,277
2424,Gauntlet (Joseph Green),1009316,277
2425,Ghost Rider (Johnny Blaze),1009318,277
2426,Hardball,1010821,277
2427,Henry Peter Gyrich,1011371,277
2428,Hercules,1009343,277
2429,Heroes For Hire,1010759,277
2430,Hulk,1009351,277
2431,Human Torch,1009356,277
2432,Humbug,1010675,277
2433,Iceman,1009362,277
2434,Invisible Woman,1009366,277
2435,Iron Man,1009368,277
2436,Justice,1010760,277
2437,Komodo (Melati Kusuma),1010818,277
2438,Misty Knight,1010682,277
2439,Mr. Fantastic,1009459,277
2440,Namora,1009468,277
2441,Nightcrawler,1009472,277
2442,Professor X,1009504,277
2443,Rage,1010817,277
2444,Rogue,1009546,277
2445,Sally Floyd,1011126,277
2446,Scorpion (Carmilla Black),1010790,277
2447,Sentry (Robert Reynolds),1009571,277
2448,Shang-Chi,1009577,277
2449,She-Hulk (Jennifer Walters),1009583,277
2450,Slapstick,1011057,277
2451,Spider-Man,1009610,277
2452,Tarantula (Luis Alvarez),1010713,277
2453,The Initiative,1010998,277
2454,Thing,1009662,277
2455,Thor Girl,1010820,277
2456,Tigra (Greer Nelson),1009670,277
2457,Trauma,1010822,277
2458,Triathlon,1010825,277
2459,Wolverine,1009718,277
2460,X-Men,1009726,277
2461,Bruce Banner,1009167,60
2462,Bucky,1009211,60
2463,Captain America,1009220,60
2464,Deadpool,1009268,60
2465,Devil Dinosaur (Devil Dinosaur),1017583,60
2466,Hawkeye,1009338,60
2467,Hulk,1009351,60
2468,Human Torch,1009356,60
2469,Iceman,1009362,60
2470,M.O.D.O.K.,1010726,60
2471,Red Hulk,1011360,60
2472,Red She-Hulk,1011436,60
2473,Skaar,1011223,60
2474,Spider-Man,1009610,60
2475,Thing,1009662,60
2476,Thor,1009664,60
2477,Winter Soldier,1010740,60
2478,Wolverine,1009718,60
2479,Angel (Warren Worthington III),1009153,316
2480,Beast,1009175,316
2481,Cerebro,1009231,316
2482,Charles Xavier,1009733,316
2483,Colossus,1009243,316
2484,Cyclops,1009257,316
2485,Dazzler,1009267,316
2486,Deadpool,1009268,316
2487,Emma Frost,1009310,316
2488,Iceman,1009362,316
2489,Jean Grey,1009327,316
2490,Kitty Pryde,1009508,316
2491,Magik (Illyana Rasputin),1009415,316
2492,Magneto,1009417,316
2493,Maria Hill,1011335,316
2494,Molly Hayes,1010691,316
2495,Psylocke,1009512,316
2496,Rachel Grey,1009430,316
2497,Stepford Cuckoos,1009625,316
2498,Storm,1009629,316
2499,Wiccan,1009714,316
2500,Wolverine,1009718,316
2501,X-23,1009722,316
2502,X-Men,1009726,316
2503,Archangel,1009159,308
2504,Beast,1009175,308
2505,Blink,1009197,308
2506,Captain Britain,1009223,308
2507,Celestials,1010813,308
2508,Colossus,1009243,308
2509,Cyclops,1009257,308
2510,Cypher,1011385,308
2511,Dark Beast,1010907,308
2512,Deadpool,1009268,308
2513,Deathlok,1010890,308
2514,Emma Frost,1009310,308
2515,Exodus,1009295,308
2516,Fantomex,1009301,308
2517,Gambit,1009313,308
2518,Hope Summers,1011428,308
2519,Iceman,1009362,308
2520,Jamie Braddock,1011343,308
2521,Jean Grey,1009327,308
2522,Kitty Pryde,1009508,308
2523,Lady Deathstrike,1009393,308
2524,Layla Miller,1011100,308
2525,Madrox,1009413,308
2526,Magma (Amara Aquilla),1009416,308
2527,Magneto,1009417,308
2528,Mister Sinister,1009447,308
2529,Mystique,1009465,308
2530,Namor,1009466,308
2531,New Mutants,1011336,308
2532,Nightcrawler,1009472,308
2533,Psylocke,1009512,308
2534,Rogue,1009546,308
2535,Sabretooth,1009554,308
2536,Sebastian Shaw,1009581,308
2537,Storm,1009629,308
2538,Strong Guy,1011051,308
2539,Sub-Mariner,1010791,308
2540,Sunfire,1009636,308
2541,Sunspot,1009638,308
2542,Warlock (Technarchy),1011287,308
2543,Wolfsbane,1009717,308
2544,Wolverine,1009718,308
2545,X-Factor,1010738,308
2546,X-Force,1009724,308
2547,X-Man,1009725,308
2548,X-Men,1009726,308
2549,Angel (Warren Worthington III),1009153,306
2550,Colossus,1009243,306
2551,Cyclops,1009257,306
2552,Deadpool,1009268,306
2553,Emma Frost,1009310,306
2554,Gambit,1009313,306
2555,Hope Summers,1011428,306
2556,Kitty Pryde,1009508,306
2557,Magneto,1009417,306
2558,Namor,1009466,306
2559,Nemesis,1011086,306
2560,Northstar,1009476,306
2561,Professor X,1009504,306
2562,Psylocke,1009512,306
2563,Sentinel,1009570,306
2564,Sentinels,1011323,306
2565,Sub-Mariner,1010791,306
2566,Wolverine,1009718,306
2567,X-Men,1009726,306
2568,Avengers,1009165,279
2569,Banshee,1009168,279
2570,Banshee (Theresa Rourke),1009596,279
2571,Bastion,1009171,279
2572,Beast,1009175,279
2573,Cable,1009214,279
2574,Cannonball,1009219,279
2575,Colossus,1009243,279
2576,Cyclops,1009257,279
2577,Dazzler,1009267,279
2578,Domino,1009277,279
2579,Emma Frost,1009310,279
2580,Gambit,1009313,279
2581,Hope Summers,1011428,279
2582,Iceman,1009362,279
2583,M (Monet St. Croix),1011068,279
2584,Madrox,1009413,279
2585,Magik (Illyana Rasputin),1009415,279
2586,New Mutants,1011336,279
2587,Nightcrawler,1009472,279
2588,Northstar,1009476,279
2589,Pixie,1011179,279
2590,Psylocke,1009512,279
2591,Rogue,1009546,279
2592,Sentinel,1009570,279
2593,Storm,1009629,279
2594,Strong Guy,1011051,279
2595,Wolverine,1009718,279
2596,X-Factor,1010738,279
2597,X-Force,1009724,279
2598,X-Men,1009726,279
2599,Adam Warlock,1010354,280
2600,Archangel,1009159,280
2601,Banshee,1009168,280
2602,Beast,1009175,280
2603,Boom Boom,1010366,280
2604,Cable,1009214,280
2605,Cannonball,1009219,280
2606,Cyclops,1009257,280
2607,Forge,1009309,280
2608,Gambit,1009313,280
2609,Havok,1009337,280
2610,Iceman,1009362,280
2611,Jubilee,1009381,280
2612,New Mutants,1011336,280
2613,Psylocke,1009512,280
2614,Punisher,1009515,280
2615,Rictor,1009542,280
2616,She-Hulk (Jennifer Walters),1009583,280
2617,Storm,1009629,280
2618,Sunspot,1009638,280
2619,Wolverine,1009718,280
2620,X-Men,1009726,280
